Vehicle_Model,Maintenance_History,Reported_Issues,Vehicle_Age,Odometer_Reading,Days_Since_Last_Service,Last_Service_Date,Service_History,Accident_History,Fuel_Efficiency,Tire_Condition,Brake_Condition,Battery_Status,Need_Maintenance
Van,Poor,3,4,20101,594.00,15-09-2023,3,2,12.21256252,Good,Worn Out,Weak,1
Van,Good,3,4,66153,751.00,11-04-2023,6,3,13.72285957,New,Worn Out,New,1
Car,Average,2,10,146179,755.00,07-04-2023,2,1,17.87415877,Worn Out,Good,Good,0
Bus,Good,1,6,120627,503.00,15-12-2023,1,2,11.52864746,Worn Out,New,Weak,1
Car,Average,2,4,112526,492.00,26-12-2023,9,1,12.44198196,Worn Out,Worn Out,New,1
Truck,Poor,4,3,87026,513.00,05-12-2023,2,1,15.28117113,New,Worn Out,New,1
Bus,Average,4,3,5780,524.00,24-11-2023,7,1,18.89747469,New,Worn Out,Good,1
Truck,Good,4,4,31908,689.00,12-06-2023,5,0,12.00795378,New,New,Weak,1
Truck,Average,0,1,2004,447.00,09-02-2024,3,2,13.03381582,New,Worn Out,New,1
SUV,Good,3,4,63133,624.00,16-08-2023,5,2,19.85917805,New,New,New,0
Van,Poor,2,10,38635,639.00,01-08-2023,10,2,19.24046763,Good,Worn Out,Weak,1
Van,Poor,2,4,113167,592.00,17-09-2023,9,1,18.11520261,Worn Out,Worn Out,Weak,1
Motorcycle,Average,5,5,9150,672.00,29-06-2023,3,1,14.948348,Good,New,Weak,1
SUV,Average,4,6,115076,496.00,22-12-2023,1,1,10.52604688,New,New,New,1
Truck,Average,5,5,51714,466.00,21-01-2024,1,0,14.71146459,New,Worn Out,New,1
Van,Good,0,4,145246,682.00,19-06-2023,7,1,14.36549755,Worn Out,Worn Out,Weak,1
Truck,Average,2,4,94878,575.00,04-10-2023,2,3,13.52696757,New,Worn Out,Good,1
Truck,Good,2,5,83760,439.00,17-02-2024,2,2,15.4153714,Worn Out,New,New,0
SUV,Good,0,8,131010,736.00,26-04-2023,4,1,11.7754263,New,Good,Good,0
Car,Good,3,1,24405,708.00,24-05-2023,6,3,19.0682973,Good,Good,New,0
Car,Average,0,4,127875,558.00,21-10-2023,3,3,14.91822697,Good,Worn Out,Weak,1
Bus,Poor,4,8,85243,576.00,03-10-2023,3,1,10.09485501,Worn Out,Worn Out,New,1
Car,Average,5,1,68713,742.00,20-04-2023,6,3,16.05893689,Worn Out,New,Good,1
Car,Poor,2,1,71909,565.00,14-10-2023,6,0,16.6211387,Worn Out,Worn Out,Good,1
Motorcycle,Poor,1,5,55050,625.00,15-08-2023,7,1,17.38200019,Good,Good,Good,0
Bus,Poor,4,5,3158,639.00,01-08-2023,5,2,13.27883052,Worn Out,Worn Out,New,1
Truck,Average,3,5,7675,668.00,03-07-2023,9,3,12.75931443,Worn Out,New,Good,1
Van,Poor,0,8,61632,569.00,10-10-2023,5,2,19.29483659,Worn Out,Good,New,0
Bus,Good,1,3,38918,602.00,07-09-2023,1,2,11.53381995,Worn Out,Good,New,0
Truck,Poor,3,4,43827,481.00,06-01-2024,8,1,17.40860287,New,Worn Out,Good,1
Car,Poor,2,6,78328,707.00,25-05-2023,1,0,10.86270076,Worn Out,Good,Weak,1
SUV,Good,0,2,95744,733.00,29-04-2023,4,1,19.7389302,Worn Out,Good,Weak,1
SUV,Average,1,9,121824,464.00,23-01-2024,7,2,11.21850296,New,Worn Out,New,1
Truck,Good,4,3,105814,747.00,15-04-2023,3,1,16.98087366,Worn Out,Good,New,1
Car,Poor,4,3,34911,457.00,30-01-2024,5,2,13.49106301,Good,New,New,1
Truck,Average,4,8,121868,758.00,04-04-2023,6,1,11.82147941,New,New,Weak,1
Car,Average,4,1,116018,481.00,06-01-2024,5,3,13.43702917,New,New,Weak,1
Van,Average,3,8,49902,763.00,30-03-2023,10,1,16.55917776,New,Good,Good,1
Van,Average,3,2,51597,515.00,03-12-2023,2,2,13.60078219,New,Worn Out,Good,1
Car,Average,0,6,24408,727.00,05-05-2023,4,2,15.10305763,Good,Good,Weak,1
Motorcycle,Poor,5,10,74656,566.00,13-10-2023,8,3,13.61558132,Worn Out,Good,Good,1
Truck,Good,1,10,109391,562.00,17-10-2023,6,1,11.40077465,Worn Out,Worn Out,Good,1
SUV,Good,3,10,50181,718.00,14-05-2023,5,3,13.49101511,New,New,Good,0
SUV,Good,3,1,13340,605.00,04-09-2023,5,2,18.88206567,New,Good,New,0
Truck,Good,3,10,87999,705.00,27-05-2023,3,0,16.8445274,Good,Worn Out,Good,1
SUV,Good,1,8,21083,629.00,11-08-2023,6,2,18.58370394,Good,Good,New,0
Car,Poor,0,5,43969,663.00,08-07-2023,8,1,11.21616192,New,Worn Out,New,1
Bus,Average,5,3,26891,560.00,19-10-2023,5,1,16.83663153,Good,New,Good,1
Motorcycle,Good,4,5,100553,749.00,13-04-2023,6,0,12.02725706,New,Good,New,1
Van,Average,2,7,80019,451.00,05-02-2024,2,2,15.95441368,New,Worn Out,New,1
SUV,Poor,4,1,71374,435.00,21-02-2024,10,0,10.95266261,Worn Out,Worn Out,Good,1
Truck,Average,5,4,50240,653.00,18-07-2023,1,1,13.14493454,Good,Good,Weak,1
Bus,Average,0,10,96954,714.00,18-05-2023,2,3,14.78327059,New,Good,Good,0
Car,Average,4,4,1724,519.00,29-11-2023,8,0,18.60858285,Worn Out,New,New,1
Motorcycle,Average,0,1,19738,464.00,23-01-2024,2,3,19.591016,New,Good,Good,0
Van,Good,2,5,88736,505.00,13-12-2023,8,0,13.84138326,New,Worn Out,New,1
Car,Average,2,9,96194,495.00,23-12-2023,7,2,13.50991769,Worn Out,Good,Good,0
Bus,Poor,0,2,148222,697.00,04-06-2023,6,0,10.43727301,New,New,Good,0
SUV,Good,3,7,1670,463.00,24-01-2024,4,1,14.53087623,Worn Out,Good,Good,0
Bus,Good,5,9,2982,752.00,10-04-2023,3,0,14.93046015,Worn Out,New,New,1
Truck,Average,4,3,93068,497.00,21-12-2023,2,2,14.59753271,New,Good,Good,1
Motorcycle,Good,0,10,40462,575.00,04-10-2023,2,3,11.89117271,New,Good,Weak,1
Bus,Good,5,8,117524,465.00,22-01-2024,10,3,10.40905861,Worn Out,Worn Out,Good,1
SUV,Poor,0,8,142062,693.00,08-06-2023,2,2,10.1692642,New,Good,Weak,1
Truck,Good,5,5,76973,757.00,05-04-2023,10,3,12.23947775,New,Worn Out,New,1
Motorcycle,Poor,2,5,78278,584.00,25-09-2023,7,3,11.94926761,Worn Out,Worn Out,Good,1
Bus,Average,3,4,112041,555.00,24-10-2023,10,2,15.4307677,Worn Out,Good,Weak,1
Truck,Average,4,7,29027,686.00,15-06-2023,8,2,13.24237658,Good,Good,Weak,1
Car,Poor,2,4,89896,558.00,21-10-2023,2,2,13.47917641,Good,Good,New,1
Bus,Poor,4,2,72628,562.00,17-10-2023,7,0,11.92996864,New,Worn Out,Weak,1
Truck,Poor,0,1,63789,644.00,27-07-2023,5,2,10.63761524,New,New,Weak,1
Bus,Good,2,10,27221,493.00,25-12-2023,9,1,12.24492945,Worn Out,Good,New,0
Car,Good,2,8,87990,483.00,04-01-2024,10,1,11.45031223,Good,New,Weak,1
Truck,Good,2,5,61160,691.00,10-06-2023,5,0,13.69235791,New,New,New,0
Truck,Average,1,7,58336,514.00,04-12-2023,1,2,15.96296438,New,New,Weak,1
Van,Average,5,2,13966,505.00,13-12-2023,8,0,10.50765682,New,Worn Out,Weak,1
SUV,Good,2,5,45263,637.00,03-08-2023,3,2,13.74013478,Good,New,Weak,1
Van,Poor,4,6,93832,691.00,10-06-2023,9,1,15.19956694,New,Good,Weak,1
Motorcycle,Average,5,5,137584,448.00,08-02-2024,7,2,19.7768772,New,Worn Out,Weak,1
Truck,Good,2,1,133428,517.00,01-12-2023,6,2,15.75962001,Worn Out,Worn Out,New,1
Truck,Average,5,10,99314,455.00,01-02-2024,9,0,19.65782845,Good,Good,Weak,1
Motorcycle,Average,2,5,49481,632.00,08-08-2023,5,3,16.55337137,Good,Worn Out,New,1
Truck,Poor,5,1,56999,597.00,12-09-2023,5,2,10.534297,Worn Out,Worn Out,Weak,1
Van,Average,2,3,33854,525.00,23-11-2023,1,2,10.94388804,Worn Out,New,Good,0
Car,Average,0,7,25596,651.00,20-07-2023,2,3,17.78479549,Worn Out,New,Good,0
Truck,Poor,5,3,91238,584.00,25-09-2023,6,0,10.55305793,Good,New,Weak,1
Motorcycle,Average,2,10,9131,678.00,23-06-2023,2,0,18.35259406,New,Good,Weak,1
Bus,Good,1,5,97788,762.00,31-03-2023,3,2,15.63927617,New,Worn Out,Good,1
Car,Good,2,3,125718,749.00,13-04-2023,5,1,14.47448529,Good,Good,Good,0
Bus,Average,4,3,27936,548.00,31-10-2023,2,0,16.73982199,Good,Worn Out,Good,1
Van,Good,4,4,55445,737.00,25-04-2023,8,3,16.97142296,Good,Worn Out,Weak,1
Motorcycle,Good,2,4,72964,469.00,18-01-2024,5,1,18.49132097,New,Good,Good,0
SUV,Average,2,6,86784,728.00,04-05-2023,6,1,16.95126891,Good,Good,Good,0
Car,Poor,4,1,34675,591.00,18-09-2023,4,1,12.09449826,New,New,New,1
SUV,Good,0,8,1774,476.00,11-01-2024,10,1,12.65788954,Worn Out,Worn Out,New,1
SUV,Poor,3,1,124889,510.00,08-12-2023,3,0,19.2133908,Good,Worn Out,Weak,1
SUV,Good,1,4,120639,536.00,12-11-2023,6,0,17.05991229,New,Good,New,0
Van,Poor,0,2,102749,428.00,28-02-2024,3,2,11.85071436,Worn Out,New,New,0
Bus,Good,1,10,56370,723.00,09-05-2023,10,1,16.27970785,Worn Out,Good,New,0
Car,Poor,3,7,147336,560.00,19-10-2023,3,1,11.82088062,Good,Worn Out,Good,1
Car,Average,0,5,117110,491.00,27-12-2023,9,0,18.33263068,Good,Worn Out,Good,1
Truck,Good,4,4,54089,662.00,09-07-2023,10,0,16.77264402,New,New,New,1
Bus,Good,4,5,87063,691.00,10-06-2023,5,3,10.49597918,Worn Out,New,Good,1
Van,Poor,4,5,16050,697.00,04-06-2023,7,1,17.62092928,New,Good,Weak,1
Van,Poor,1,1,127591,565.00,14-10-2023,1,0,16.68166546,Worn Out,Worn Out,Weak,1
Bus,Good,4,6,53881,583.00,26-09-2023,1,0,16.16200076,Worn Out,New,Weak,1
Van,Good,0,10,102497,525.00,23-11-2023,3,2,17.29006482,Good,New,New,0
Truck,Poor,5,5,12974,598.00,11-09-2023,1,3,12.011243,New,New,Weak,1
Truck,Good,1,9,54462,726.00,06-05-2023,5,2,11.05058488,Good,Good,Weak,1
Van,Poor,3,5,30378,494.00,24-12-2023,6,3,12.44982765,Worn Out,New,New,1
Bus,Good,1,9,31884,596.00,13-09-2023,5,3,11.70619024,Worn Out,New,New,0
SUV,Poor,2,7,71561,735.00,27-04-2023,9,1,14.4517035,Worn Out,New,Weak,1
Van,Poor,0,10,108609,741.00,21-04-2023,7,2,19.2587847,New,Good,New,0
Van,Average,4,8,45858,711.00,21-05-2023,1,1,14.32774789,New,Worn Out,Good,1
Truck,Average,3,8,73989,670.00,01-07-2023,3,1,14.73327228,Good,New,Weak,1
Motorcycle,Poor,1,4,114044,473.00,14-01-2024,7,3,11.19824143,Good,Worn Out,Weak,1
Motorcycle,Good,2,9,84854,517.00,01-12-2023,8,2,14.26071697,Good,Good,New,1
Bus,Average,3,8,136417,451.00,05-02-2024,1,0,11.24340238,New,Good,Good,1
Bus,Poor,0,8,85796,720.00,12-05-2023,5,0,13.46351872,Good,New,Weak,1
Car,Poor,3,8,7952,738.00,24-04-2023,3,0,11.40062862,New,Worn Out,Good,1
Car,Poor,3,8,41341,439.00,17-02-2024,3,0,14.32889623,Worn Out,Good,Good,1
Bus,Average,0,4,126921,699.00,02-06-2023,5,0,12.72361165,Worn Out,Worn Out,Good,1
Truck,Poor,4,10,68817,604.00,05-09-2023,7,3,12.61145648,Good,Good,New,1
Motorcycle,Poor,4,10,74778,680.00,21-06-2023,6,0,15.00840239,New,Good,Good,1
Bus,Average,3,1,25683,549.00,30-10-2023,7,1,15.45665581,New,New,New,1
SUV,Poor,5,1,130208,667.00,04-07-2023,5,0,18.65631328,Good,Good,Weak,1
Truck,Poor,4,7,63139,465.00,22-01-2024,10,0,16.95437599,New,New,Weak,1
SUV,Good,0,3,46945,503.00,15-12-2023,2,2,11.58211846,Good,Good,New,0
Truck,Average,5,6,133490,655.00,16-07-2023,3,2,15.16855017,Good,Good,Weak,1
SUV,Poor,4,10,108785,632.00,08-08-2023,2,2,13.95738284,Good,Good,Good,1
Car,Average,4,1,98682,563.00,16-10-2023,10,0,15.7086341,New,Good,Good,1
Truck,Good,4,2,8563,592.00,17-09-2023,1,1,10.2106724,Good,Worn Out,New,1
Car,Average,1,10,55291,668.00,03-07-2023,10,3,16.87699199,Worn Out,Good,Good,1
Motorcycle,Poor,3,9,42543,462.00,25-01-2024,5,0,10.94620258,New,Worn Out,New,1
SUV,Average,3,8,35598,694.00,07-06-2023,3,1,15.69395778,Worn Out,New,New,1
Motorcycle,Good,2,3,23984,481.00,06-01-2024,10,0,15.81577182,New,Worn Out,Weak,1
Bus,Poor,5,2,15192,750.00,12-04-2023,10,2,10.22098749,Good,New,Good,1
Truck,Poor,3,1,54027,435.00,21-02-2024,6,0,13.6677207,Worn Out,New,New,1
Truck,Average,0,3,40063,469.00,18-01-2024,10,2,12.48564233,Good,Worn Out,New,1
Bus,Good,0,3,12245,687.00,14-06-2023,1,0,17.05371132,Worn Out,New,Good,0
Bus,Poor,5,9,66311,523.00,25-11-2023,5,3,19.91001224,New,New,New,1
Truck,Average,5,8,101177,681.00,20-06-2023,6,3,17.23478766,Good,New,New,1
Truck,Good,2,2,86710,623.00,17-08-2023,6,1,16.17683359,Good,Good,Weak,1
Van,Average,3,2,15453,753.00,09-04-2023,10,1,11.21822297,New,Good,Weak,1
Truck,Poor,4,9,110365,657.00,14-07-2023,10,2,14.53076836,Good,Good,Good,1
Motorcycle,Average,4,8,146275,725.00,07-05-2023,5,3,13.17672385,New,Good,New,1
Motorcycle,Average,1,4,1934,662.00,09-07-2023,4,2,18.50913566,New,Good,Weak,1
Bus,Good,5,4,110541,660.00,11-07-2023,8,1,10.19852934,Worn Out,Good,New,1
Car,Good,2,1,90507,479.00,08-01-2024,7,0,17.93593654,New,Good,Weak,1
Car,Poor,0,5,71784,683.00,18-06-2023,10,2,10.27232372,New,Good,New,1
Motorcycle,Good,2,8,94045,583.00,26-09-2023,4,1,10.28255018,Worn Out,New,Weak,1
Truck,Poor,3,4,141884,510.00,08-12-2023,8,2,18.79215281,Worn Out,Good,Good,1
Truck,Average,0,6,97192,721.00,11-05-2023,10,1,19.12612072,Good,Worn Out,Good,1
Car,Poor,4,1,48063,540.00,08-11-2023,9,1,16.71856699,Worn Out,Worn Out,Good,1
Car,Poor,3,8,39792,488.00,30-12-2023,7,0,11.55368865,Good,Worn Out,Weak,1
SUV,Good,0,7,5641,509.00,09-12-2023,1,0,15.4164183,Good,Worn Out,Good,1
Truck,Average,2,7,78744,632.00,08-08-2023,7,2,18.11706703,Good,New,Weak,1
Van,Good,1,7,58345,623.00,17-08-2023,2,1,18.04745456,Good,Good,Good,0
Truck,Average,1,10,55367,741.00,21-04-2023,8,1,18.52020618,New,Worn Out,Good,1
Bus,Good,4,3,88226,657.00,14-07-2023,10,0,16.38773537,Good,Worn Out,Good,1
Van,Good,2,3,42744,646.00,25-07-2023,4,1,10.04595485,New,Good,New,0
Bus,Good,4,5,26910,599.00,10-09-2023,5,3,14.76198392,New,Worn Out,Good,1
Bus,Poor,2,9,93100,753.00,09-04-2023,5,0,14.31949258,Worn Out,Worn Out,New,1
Motorcycle,Poor,4,4,65524,629.00,11-08-2023,7,3,11.71256094,New,Good,Good,1
Motorcycle,Good,4,7,117567,441.00,15-02-2024,5,1,15.33301697,Good,New,New,1
Truck,Average,1,6,129211,662.00,09-07-2023,1,3,19.00468898,Worn Out,Worn Out,Weak,1
Truck,Poor,2,1,108600,745.00,17-04-2023,10,3,17.77700752,Good,Worn Out,Weak,1
Car,Poor,5,8,120970,513.00,05-12-2023,3,2,11.32091966,Worn Out,Worn Out,Weak,1
Motorcycle,Good,0,4,53775,709.00,23-05-2023,4,0,13.29897462,Good,Good,Weak,1
Truck,Average,1,6,16798,686.00,15-06-2023,7,1,17.14609995,Good,Good,Good,0
Bus,Poor,5,8,111456,737.00,25-04-2023,2,0,18.83412891,Worn Out,New,Weak,1
Van,Average,2,4,141127,508.00,10-12-2023,10,3,16.97122511,Worn Out,Worn Out,Good,1
Van,Poor,1,10,100412,526.00,22-11-2023,10,2,12.17243723,Good,Good,New,1
Van,Good,5,9,1821,548.00,31-10-2023,4,0,13.61969266,Good,Worn Out,Weak,1
Truck,Average,3,2,16102,534.00,14-11-2023,2,3,17.31437313,New,New,New,1
Car,Good,2,1,64367,478.00,09-01-2024,7,0,19.48543937,Worn Out,Good,Good,0
Car,Poor,5,3,76154,582.00,27-09-2023,8,1,19.77232479,Worn Out,New,New,1
Van,Average,2,8,100501,595.00,14-09-2023,4,1,14.76826251,New,Good,Good,0
Car,Poor,4,6,124080,754.00,08-04-2023,8,3,15.26210149,New,Good,Good,1
Truck,Poor,2,6,96490,489.00,29-12-2023,8,2,17.74439602,Worn Out,New,Weak,1
Van,Good,3,6,21605,507.00,11-12-2023,4,0,10.83792877,New,Worn Out,Good,1
Van,Good,2,4,146350,752.00,10-04-2023,1,1,13.43465586,New,New,Weak,1
Car,Average,5,8,67560,602.00,07-09-2023,10,3,11.20090517,Good,New,New,1
Motorcycle,Poor,0,10,4342,460.00,27-01-2024,8,2,14.92328927,New,Good,Good,1
Car,Good,2,10,115074,656.00,15-07-2023,1,2,15.40963552,New,Worn Out,Good,1
SUV,Average,5,9,104768,602.00,07-09-2023,7,1,11.70958826,Good,New,Weak,1
Motorcycle,Good,4,10,86863,728.00,04-05-2023,9,3,11.73710208,New,Good,New,1
SUV,Average,5,9,148837,603.00,06-09-2023,9,3,18.18500076,New,Worn Out,New,1
Bus,Poor,5,1,48950,663.00,08-07-2023,8,0,14.59196469,Good,Worn Out,New,1
Van,Average,0,1,7206,673.00,28-06-2023,9,2,16.61034878,Good,Good,Good,1
SUV,Poor,5,10,100570,441.00,15-02-2024,6,2,15.12413593,New,New,Good,1
Truck,Good,4,10,15142,684.00,17-06-2023,10,0,11.31377638,New,Worn Out,Weak,1
Motorcycle,Average,5,6,45488,708.00,24-05-2023,2,0,13.3614377,Good,Worn Out,New,1
Truck,Poor,4,5,42194,490.00,28-12-2023,4,1,10.99944788,New,New,Good,1
SUV,Good,1,10,49332,632.00,08-08-2023,8,3,15.05298576,Good,New,Weak,1
Car,Good,5,1,55511,614.00,26-08-2023,5,1,14.48215995,Good,Good,New,1
Car,Good,1,9,95859,661.00,10-07-2023,3,1,16.78128656,New,New,New,0
Bus,Good,2,2,32370,752.00,10-04-2023,4,1,15.20804748,Good,New,Good,0
Bus,Good,3,10,75671,669.00,02-07-2023,2,2,13.32202378,Good,Worn Out,New,1
Bus,Average,4,2,38529,678.00,23-06-2023,7,0,10.34616271,Worn Out,New,Good,1
Motorcycle,Poor,1,4,77334,467.00,20-01-2024,9,3,15.58558837,New,Worn Out,Good,1
Motorcycle,Poor,2,1,44149,464.00,23-01-2024,3,3,16.68961034,Good,New,Good,1
Truck,Average,4,8,146561,683.00,18-06-2023,3,0,17.0716719,Worn Out,New,Good,1
Car,Poor,1,5,14701,498.00,20-12-2023,6,2,18.39753342,New,New,New,0
Motorcycle,Average,0,8,129781,707.00,25-05-2023,1,1,12.67943209,Worn Out,Good,Good,0
SUV,Poor,1,1,20912,482.00,05-01-2024,1,1,12.14913759,Good,Good,New,0
Van,Average,0,8,41719,586.00,23-09-2023,6,1,18.88640702,Good,Worn Out,New,1
Motorcycle,Average,0,7,134752,733.00,29-04-2023,10,2,16.02876668,New,Worn Out,Weak,1
Van,Poor,0,2,114457,739.00,23-04-2023,6,3,17.76843134,Worn Out,Good,New,0
Motorcycle,Good,2,6,46300,507.00,11-12-2023,1,3,17.54462427,New,Good,Weak,1
Car,Average,5,9,60614,477.00,10-01-2024,8,3,15.82141122,New,Good,Good,1
Bus,Poor,5,6,66745,708.00,24-05-2023,9,2,18.71704083,Good,Worn Out,Weak,1
Truck,Poor,1,1,121561,729.00,03-05-2023,1,1,19.24315981,Worn Out,Good,Good,0
SUV,Average,2,5,94313,485.00,02-01-2024,7,1,19.90201086,New,New,New,0
Truck,Good,0,10,41816,506.00,12-12-2023,2,0,19.2888879,New,New,New,0
Truck,Poor,2,2,103136,462.00,25-01-2024,9,3,19.91917247,New,Worn Out,Weak,1
Car,Good,2,5,14560,456.00,31-01-2024,8,3,13.59932586,Worn Out,Worn Out,Weak,1
SUV,Average,2,3,3078,624.00,16-08-2023,3,2,10.20348502,Good,Good,Weak,1
Motorcycle,Average,3,3,5492,622.00,18-08-2023,10,0,14.85171273,New,New,Weak,1
Car,Good,4,6,29525,451.00,05-02-2024,2,2,16.6013435,Worn Out,Worn Out,Weak,1
Car,Good,1,3,16246,551.00,28-10-2023,6,2,16.13360619,Good,Worn Out,Good,1
Van,Average,4,3,111176,461.00,26-01-2024,2,3,19.12151582,Good,Good,New,1
Van,Good,0,5,83242,434.00,22-02-2024,3,0,13.58597775,New,New,New,0
Bus,Average,0,10,30093,633.00,07-08-2023,2,1,11.5113574,New,New,New,0
Motorcycle,Good,0,10,114529,665.00,06-07-2023,8,2,14.99098425,New,Good,Good,1
SUV,Good,4,3,33318,450.00,06-02-2024,6,3,16.00262183,New,Good,Good,1
Truck,Poor,2,2,93027,628.00,12-08-2023,3,0,10.1677978,Good,New,New,1
Motorcycle,Average,0,4,78728,548.00,31-10-2023,6,1,10.73705986,Worn Out,Worn Out,Good,1
SUV,Poor,3,1,146335,737.00,25-04-2023,7,0,10.64223045,New,New,Weak,1
Van,Average,1,1,119085,583.00,26-09-2023,8,0,14.45525396,Worn Out,Worn Out,Weak,1
Motorcycle,Average,3,1,21052,722.00,10-05-2023,5,3,17.97865617,New,Good,Good,1
Bus,Poor,0,9,23267,472.00,15-01-2024,8,3,14.56082353,Worn Out,Good,Good,1
Truck,Good,2,7,46498,730.00,02-05-2023,8,3,19.37003732,Worn Out,New,Good,1
Motorcycle,Average,3,8,139726,727.00,05-05-2023,7,2,12.74728861,Worn Out,Worn Out,Good,1
Motorcycle,Good,0,2,141942,747.00,15-04-2023,4,2,16.21974558,New,Worn Out,New,1
Van,Average,0,4,94079,709.00,23-05-2023,5,3,11.75446468,New,Worn Out,Good,1
Truck,Poor,0,6,68242,508.00,10-12-2023,8,1,16.30869686,Worn Out,Good,New,0
Car,Poor,4,8,68620,546.00,02-11-2023,2,1,15.9076142,Worn Out,Good,New,1
Van,Good,0,6,11427,449.00,07-02-2024,9,0,14.75541367,Good,Worn Out,Good,1
Car,Good,3,7,110059,482.00,05-01-2024,8,3,10.69522693,New,New,New,1
Truck,Good,1,7,47934,756.00,06-04-2023,5,2,16.06380824,Good,Good,Good,0
Car,Average,2,5,24399,734.00,28-04-2023,7,3,12.11502852,Worn Out,Good,Good,0
Truck,Average,2,2,96410,502.00,16-12-2023,5,3,19.63515009,Good,Good,Weak,1
Truck,Good,4,2,55343,684.00,17-06-2023,1,0,11.72408808,Worn Out,Good,Weak,1
Van,Poor,3,5,144714,471.00,16-01-2024,2,2,10.43545261,Good,Worn Out,Weak,1
Bus,Poor,3,3,147952,695.00,06-06-2023,2,2,15.33579241,Good,Good,Good,1
Truck,Good,4,10,53423,513.00,05-12-2023,10,1,17.55700488,New,Worn Out,New,1
SUV,Good,0,10,82410,712.00,20-05-2023,2,1,18.71673348,New,Good,Good,0
Van,Poor,1,2,94224,472.00,15-01-2024,1,3,14.83238009,Good,New,Weak,1
Bus,Average,1,7,149945,674.00,27-06-2023,10,0,13.21346297,Good,New,Weak,1
Van,Poor,4,2,147421,588.00,21-09-2023,6,0,17.70643044,New,Good,Good,1
Motorcycle,Average,5,9,133018,677.00,24-06-2023,10,3,19.74925415,New,Worn Out,Weak,1
SUV,Poor,3,8,17396,716.00,16-05-2023,4,3,18.97212077,New,Good,Weak,1
Motorcycle,Poor,1,6,66098,693.00,08-06-2023,6,0,19.26423832,New,New,Weak,1
Van,Good,2,8,19690,520.00,28-11-2023,5,3,14.75665221,New,New,Good,0
Motorcycle,Good,1,9,140764,645.00,26-07-2023,4,2,19.72472329,New,Good,Weak,1
Truck,Good,3,7,32275,662.00,09-07-2023,2,0,16.95562827,New,Worn Out,New,1
Car,Good,0,4,40301,727.00,05-05-2023,2,2,14.30294297,New,Good,New,0
SUV,Poor,3,9,34642,481.00,06-01-2024,2,3,19.95345979,Good,Worn Out,New,1
Truck,Good,1,4,64652,723.00,09-05-2023,3,1,14.66418975,Good,Worn Out,Good,1
Van,Good,5,1,16723,703.00,29-05-2023,10,2,13.66186552,Worn Out,Good,Weak,1
SUV,Poor,5,5,103527,726.00,06-05-2023,9,3,11.34655489,Worn Out,New,New,1
Truck,Poor,3,1,1144,735.00,27-04-2023,2,2,10.85715011,Worn Out,Good,Good,1
Motorcycle,Average,2,6,79823,647.00,24-07-2023,6,1,17.99987227,Good,Worn Out,New,1
Bus,Average,5,9,63627,627.00,13-08-2023,1,0,13.38507377,Good,Good,Good,1
SUV,Good,2,4,36874,715.00,17-05-2023,10,0,11.1410354,New,Good,Weak,1
Motorcycle,Poor,2,1,11665,463.00,24-01-2024,3,1,10.44053589,Good,Worn Out,New,1
Van,Poor,2,5,12505,455.00,01-02-2024,9,2,10.28807631,Good,New,Weak,1
SUV,Good,4,8,29828,541.00,07-11-2023,2,2,17.19313092,Worn Out,Worn Out,New,1
SUV,Poor,5,2,32213,565.00,14-10-2023,7,3,14.69805885,New,Worn Out,Weak,1
Car,Poor,4,10,47035,530.00,18-11-2023,7,0,17.30451679,Good,Worn Out,Weak,1
Truck,Good,2,10,32067,631.00,09-08-2023,10,2,12.7974938,Worn Out,Good,New,1
Bus,Average,3,6,14011,656.00,15-07-2023,7,3,19.77608174,Worn Out,Good,Good,1
Truck,Good,5,10,93061,579.00,30-09-2023,2,0,17.6919348,New,New,Good,1
Van,Poor,0,4,50765,667.00,04-07-2023,10,1,17.50318762,Good,Worn Out,Good,1
Bus,Average,1,7,51218,726.00,06-05-2023,1,2,11.08264117,New,Worn Out,New,1
Car,Good,3,9,7631,491.00,27-12-2023,9,1,11.55790036,Good,Good,New,0
Van,Average,5,4,125509,497.00,21-12-2023,7,2,17.84070392,New,New,Weak,1
SUV,Good,4,2,88367,755.00,07-04-2023,8,0,19.46654565,Worn Out,Good,Weak,1
Van,Average,4,10,38696,563.00,16-10-2023,8,2,17.16865633,Good,Good,New,1
Car,Good,2,9,23597,600.00,09-09-2023,4,0,17.9363402,New,New,Weak,1
Car,Poor,3,6,63361,724.00,08-05-2023,5,0,10.27587502,Worn Out,Worn Out,Good,1
Truck,Poor,5,4,22473,708.00,24-05-2023,6,2,10.02514992,Worn Out,Good,Good,1
Van,Poor,1,10,49115,523.00,25-11-2023,1,0,12.30554053,New,Good,Weak,1
Truck,Poor,0,6,2729,600.00,09-09-2023,3,2,14.94150823,Worn Out,Good,New,0
Car,Poor,1,3,134558,754.00,08-04-2023,1,2,12.24632934,Worn Out,Good,New,0
Truck,Average,2,5,53814,549.00,30-10-2023,9,0,19.77689723,Worn Out,Worn Out,Good,1
Truck,Good,1,9,62428,570.00,09-10-2023,6,0,15.64120386,Worn Out,Good,Good,0
Van,Good,5,3,56565,544.00,04-11-2023,2,0,13.9216257,Worn Out,New,New,1
Car,Average,4,7,101453,431.00,25-02-2024,4,2,16.19486258,Worn Out,Worn Out,Good,1
Motorcycle,Good,3,4,22032,507.00,11-12-2023,7,1,16.11595668,New,Worn Out,New,1
